-22539.2,-2821.033,8339.366,21348.33,11739.07,-264.8,-23277.33,-2171.333,10351.2,25580.57,6422.4,1982.533,-24601.87,-1731.367,10590.03,26065.73,-2112.933,4012.0,-24897.2,-1815.067,9811.6,21980.1,-10986.4,5039.467,-24185.87,-2156.133,8028.4,15805.67,-16068.4,3311.733,-25335.47,-677.5333,5214.4,10603.23,-17419.33,-96.4,-27153.07,3869.433,2389.867,5770.4,-18215.6,-2505.067,-28857.6,9749.267,-273.1,643.9333,-15724.27,-3821.333,-29107.87,15353.33,-1830.3,-2326.167,-11128.4,-4361.6,-27739.47,20346.33,-2963.3,-2278.167,-6320.933,-3795.733,-25434.93,24265.23,-2883.2,-1580.8,-4852.267,-1126.933,-20767.87,25467.33,-1223.8,-2729.367,-5769.6,2515.2,-15310.13,22612.8,67.03333,-4048.167,-5248.267,4311.867,-9622.533,17439.43,799.5667,-4193.767,-5879.067,4697.867,-4346.4,11039.03,440.2667,-4288.967,-8827.6,5269.733,-364.5333,3044.667,-1488.0,-5949.033,-13701.33,6957.733,2105.733,-5789.667,-4848.533,-10342.0,-17150.4,9929.467,2869.333,-13603.27,-9110.767,-14868.13,-14912.27,12872.67,-218.8,-20422.53,-13854.47,-17039.37,-8479.733,13540.4,-5906.4,-25044.23,-15701.9,-16908.73,-1668.267,11020.93,1
-2785.067,7796.267,-23429.47,2983.7,8705.767,27158.1,-9586.8,7514.0,-22689.6,2241.767,8098.833,22752.8,-15109.2,6519.867,-21790.27,1354.633,6730.033,17350.8,-19264.4,5161.333,-21372.13,462.7667,2835.567,11658.3,-22330.27,3309.067,-22436.4,536.3666,-2977.033,5198.167,-23498.27,1133.333,-23469.47,3024.833,-6232.6,-1544.533,-21399.6,-876.0,-24894.53,7250.267,-9449.866,-6340.333,-18246.27,-1918.133,-26882.67,12154.83,-12667.8,-10205.13,-14186.93,-2369.467,-28875.47,17492.13,-14331.87,-13161.0,-9161.6,-2344.133,-28573.33,22777.73,-12493.67,-15337.97,-3409.467,-1861.733,-24671.73,26304.33,-7681.567,-15838.33,2370.8,-1057.733,-19106.13,25870.87,-4980.8,-13643.83,5478.933,-204.5333,-12998.93,22192.33,-1711.967,-11259.67,6492.267,105.0667,-6747.333,16833.1,2007.133,-8427.5,5742.267,94.13333,-1299.467,10305.57,3871.867,-4965.033,3328.667,-105.4667,2026.667,2938.267,3962.9,-1830.533,-1181.2,148.1333,3896.4,-4881.867,3740.233,-892.8666,-7517.467,1571.6,4908.267,-12639.97,2326.667,-3576.167,-13649.87,4630.0,4284.667,-19036.23,-756.2,-8499.6,-16708.67,8791.2,-292.5333,-24215.5,-5827.967,-13648.43,1
-7177.067,2212.933,-19681.73,15222.23,10362.27,15691.93,-12936.4,657.4667,-15432.4,12522.77,10018.5,9620.6,-15180.0,-1017.333,-11420.13,9091.033,8703.233,4175.567,-13787.73,-2403.067,-8077.6,5069.2,6792.233,661.0333,-9939.866,-2750.0,-5180.667,357.2,5337.667,-1293.167,-5080.0,-2167.733,-2689.867,-5168.6,4375.067,-1639.5,-142.4,-707.3333,-621.7333,-11586.8,3504.167,-655.4333,3508.933,1282.4,327.6,-17691.4,3169.5,792.2,5389.2,3421.2,-2050.4,-23072.27,3984.633,2045.467,6357.733,4658.267,-7155.333,-26770.77,3778.167,3340.967,6184.267,4348.533,-12795.33,-27459.83,3247.367,4366.667,4722.8,2863.467,-18811.47,-25139.87,3022.433,4196.967,2292.4,855.8666,-24878.67,-20510.5,2807.0,2969.067,-91.46667,-1299.733,-30038.93,-15068.17,2158.933,1136.233,-2918.4,-3351.733,-32344.8,-8839.2,397.8667,-1914.467,-7156.133,-4165.2,-32344.8,-2511.233,-122.6,-7270.733,-10871.07,-3043.2,-32180.13,2897.467,288.4333,-13437.83,-12302.8,-165.2,-31772.27,7315.033,-172.4333,-18919.4,-10345.33,3334.933,-30780.53,10796.33,-1414.6,-23318.13,-5225.2,6516.533,-28297.87,13410.2,-1006.6,-26186.3,1
14031.87,5200.7,21611.6,-3856.267,1407.333,-16983.07,12348.33,6010.967,15808.87,-10256.0,-349.4667,-13113.47,9612.5,5355.9,9749.2,-12828.67,-1888.0,-10062.0,6343.933,4375.133,4444.333,-11268.13,-2900.667,-7908.933,2584.233,2395.233,1172.633,-6523.733,-3029.333,-6620.133,-1378.3,503.2333,-76.96667,-226.2667,-2285.467,-5563.733,-5498.067,426.0,280.2333,6009.6,-1035.2,-4654.8,-10187.77,622.4667,1919.4,10003.07,310.8,-4911.867,-15213.6,877.0667,4116.967,11867.07,1358.667,-6518.4,-19530.0,2916.267,5965.6,11249.87,2042.8,-10585.47,-22258.17,4527.6,6964.267,8893.066,1691.867,-15030.93,-22988.63,4968.733,7216.7,5528.533,236.1333,-19798.0,-21615.6,4500.633,6481.333,1641.333,-1706.0,-24684.13,-18515.2,3994.3,4758.3,-1183.2,-3718.8,-28399.07,-14064.93,3593.267,2450.6,-3146.267,-5408.933,-30346.13,-9242.4,1937.7,-213.7667,-4704.4,-6624.267,-29674.8,-4712.9,1393.233,-3339.067,-7061.6,-6621.6,-28881.2,-758.9667,1739.0,-8182.967,-11205.6,-4644.4,-28376.13,2513.267,2368.9,-13692.33,-12866.27,-1454.667,-27913.73,5548.3,1994.967,-18685.57,-9800.267,1884.667,-27467.6,1
10625.6,8352.7,25003.37,2088.5,3498.0,-25679.6,11725.17,9739.767,19954.6,-5931.333,2197.867,-22992.27,11640.0,9263.0,14079.27,-11655.07,852.4,-18928.8,10291.3,7191.033,7908.433,-13385.6,-503.6,-14460.8,7925.067,4650.467,2404.567,-10267.87,-982.2667,-10107.2,4264.6,2037.467,-749.9667,-5315.467,-371.7333,-6155.467,-656.2667,470.6667,-2388.967,2.933333,809.8666,-2862.933,-6648.0,353.8,-2824.167,5195.333,2322.533,-222.8,-13373.83,918.5,-2166.667,8459.6,3641.467,0.1333333,-19454.27,3139.567,-1798.767,10527.47,4374.267,-4266.133,-23933.63,4810.167,-1136.9,11706.27,3572.0,-9650.267,-25334.97,4953.1,-96.56667,11296.8,1185.6,-15373.6,-23560.87,4728.8,425.6,9577.333,-1516.4,-21424.13,-19518.23,3233.1,469.3,7567.2,-4015.733,-26939.87,-13908.0,1600.3,-49.8,6625.733,-6002.4,-29767.07,-8134.933,-616.8666,-209.6333,5188.933,-7159.733,-28271.6,-3089.4,-2062.867,-904.5,2446.533,-6925.867,-26436.93,163.4667,-2240.9,-2824.233,-1110.667,-5337.6,-25397.6,2017.233,-2775.067,-6156.4,-5143.867,-3230.667,-25111.87,3810.4,-3146.767,-11245.8,-7981.067,-415.0667,-25227.47,1
-4411.067,1027.6,-11975.73,12564.53,5358.933,9007.366,-6389.067,305.4667,-8370.4,8561.8,4515.767,5390.133,-5872.267,-801.3333,-6859.467,4524.6,3015.233,3169.067,-2930.667,-1842.533,-6710.933,636.2333,1217.167,2564.333,1122.8,-2457.2,-7008.533,-3053.533,521.0667,2831.2,5349.867,-2359.733,-6905.2,-6829.9,1649.633,3763.667,9362.667,-1680.4,-6545.6,-10982.17,3133.3,5532.167,11868.93,-858.5333,-7049.6,-15504.83,3639.667,7825.967,12756.53,-183.2,-9079.066,-19237.1,5455.367,9821.967,11629.73,211.4667,-13010.67,-21168.23,7583.467,10527.7,7845.733,-266.0,-17091.2,-21032.87,8095.467,10169.93,3462.4,-1682.133,-21625.87,-19173.8,7048.2,8909.8,-1008.267,-3415.867,-26175.47,-15732.43,5481.567,6614.567,-4435.467,-5060.0,-28985.07,-11042.4,4664.633,3464.1,-6356.267,-6435.733,-29299.87,-6449.6,2753.467,608.5,-7366.0,-7433.467,-27450.93,-2914.833,1009.5,-1908.433,-8341.333,-7282.0,-26199.6,-351.3667,-196.1333,-5529.5,-11038.53,-5774.133,-25817.6,1840.133,-1648.7,-10835.77,-13134.4,-3038.933,-25869.73,4177.433,-2865.533,-15881.1,-12469.33,396.1333,-26258.93,6333.433,-4020.533,-20609.53,1
-1828.467,5039.067,-22246.0,12692.93,8309.233,15797.27,-8795.866,3720.0,-18217.07,11163.1,7312.467,10178.13,-11861.47,1987.067,-14284.53,8960.066,4922.967,5141.133,-11366.53,373.4667,-11217.2,6493.8,2441.1,1295.4,-8714.134,-444.6667,-8671.6,3356.467,40.03333,-1762.8,-4867.6,-442.6667,-6396.667,-633.1667,-2082.933,-3738.867,552.4,57.86666,-4100.8,-5590.833,-2832.867,-4186.333,6868.267,800.1334,-2126.8,-11112.73,-2044.833,-3125.267,11586.67,1761.6,-2526.533,-16677.87,-1459.333,-861.9333,13957.73,2578.933,-5915.067,-20931.07,-315.8,1676.033,13895.87,2414.4,-10618.0,-22786.93,315.3667,3927.167,11626.8,1316.533,-15724.4,-22168.93,975.2667,5195.967,7954.0,-192.9333,-21438.4,-19430.2,1085.767,5197.467,3130.933,-1690.133,-26862.8,-15249.17,240.6333,3980.3,-874.2667,-3145.333,-29597.47,-10347.37,-232.1333,1795.033,-3292.0,-4210.533,-29284.93,-5994.033,-1121.7,-371.3667,-4364.133,-4309.733,-28102.4,-2759.533,-1140.833,-2196.4,-5597.6,-3577.733,-27479.6,-192.7667,-1467.133,-4396.267,-9180.8,-2142.8,-27470.13,2450.633,-2651.567,-8679.267,-13454.53,405.3333,-27873.73,4779.7,-3830.3,-13762.47,1
11276.93,9630.5,11594.0,-8470.533,2166.133,-13738.53,8390.1,9013.233,6332.167,-9622.267,399.6,-11363.33,5435.833,6840.733,2575.533,-8034.667,-1066.667,-9956.4,2822.567,4431.267,-86.4,-5336.267,-1727.733,-8659.333,-245.0667,2252.633,-1911.167,-1508.667,-1683.733,-6813.733,-4275.567,895.2333,-2853.233,3472.533,-1110.933,-4382.8,-9440.267,1382.967,-2484.333,9309.733,-148.5333,-2780.0,-14974.0,1558.567,-101.6,13386.27,1548.533,-3358.4,-20142.23,3721.9,2281.933,14993.2,3576.0,-6736.667,-24319.8,6009.5,4231.6,14590.0,4369.867,-11024.13,-25898.13,6453.167,5925.667,13179.87,4089.867,-16557.33,-24482.57,6291.0,7158.8,10348.4,3376.667,-22928.4,-20713.97,4793.7,7074.133,5919.6,2333.467,-27886.93,-15542.53,4280.367,4681.8,2629.733,741.3333,-29667.33,-10200.17,2234.4,2243.0,1177.6,-944.6667,-28212.0,-5394.833,442.0667,302.0,334.6667,-1281.2,-26721.47,-1818.4,519.6,-2090.833,-1879.067,-673.8666,-26142.67,1174.767,-297.9333,-5368.567,-5280.4,455.2,-26150.93,4405.567,-1501.667,-10112.93,-8290.267,2286.0,-26689.33,7697.6,-2825.267,-15425.77,-8793.866,4370.133,-27318.8,1
-6275.2,-1358.267,-8620.8,5798.233,5275.167,5989.967,-4348.267,-2725.2,-6715.333,2721.867,3277.9,3182.333,-1683.2,-3549.6,-6050.267,-485.2667,378.3333,1533.3,1224.533,-3638.133,-5304.133,-4176.933,-1935.4,431.0333,4519.2,-2989.2,-3888.933,-8409.3,-2375.8,-108.3667,7958.267,-1763.6,-2304.133,-13373.03,-2312.6,256.0667,10919.47,-266.0,-1559.2,-18467.53,-1222.8,1220.333,13456.53,1127.067,-2616.933,-23033.93,1506.367,2436.433,14605.87,2333.733,-6837.467,-26220.07,3109.867,3775.5,13978.93,2353.467,-11729.2,-26615.4,4531.7,4447.1,12492.27,949.4667,-17472.27,-24301.93,4983.533,4722.067,10502.13,-999.8666,-23507.33,-19907.37,4863.933,4253.233,7910.4,-2852.267,-27761.47,-14509.2,3549.8,2980.067,5090.267,-4523.067,-29573.6,-8804.7,1166.067,1266.933,3531.067,-5965.733,-28302.8,-3512.3,429.7,-550.4,2532.667,-6232.133,-27320.27,631.3666,-354.2,-2635.433,32.0,-5309.333,-27234.93,4046.233,-1342.1,-6326.1,-3048.267,-3386.533,-26723.07,7213.3,-1968.333,-11463.9,-4020.133,-1229.6,-25875.6,9667.967,-3472.733,-15821.73,-400.7,1017.6,-23856.8,11035.7,-4926.033,-17793.4,1
9207.833,5823.033,14029.87,9016.366,-684.2667,-20240.53,9316.134,6174.067,10939.1,4002.4,-576.4,-17431.2,8543.233,5945.433,7585.033,1025.733,-628.4,-14269.87,7024.233,4894.033,4592.7,-46.0,-765.0667,-11449.87,4804.633,3279.633,2106.333,1005.333,-962.6667,-9194.934,2113.633,1336.367,683.8,4006.0,-750.2667,-6820.4,-1381.5,-274.2667,440.6333,8342.267,125.0667,-4260.667,-5602.2,-856.1334,1522.633,12013.33,1242.8,-2709.467,-10350.6,-1159.6,3061.533,13806.4,2136.0,-2640.8,-15070.03,-498.3,4462.1,14777.6,2297.467,-5679.467,-18486.3,365.8333,6033.733,14065.87,1301.6,-10254.67,-19816.9,1312.133,6949.967,11212.93,-693.6,-15717.2,-18821.63,1881.633,6646.167,6984.267,-3230.4,-21729.2,-16050.27,1495.2,5151.167,3249.333,-5545.067,-26098.67,-11948.2,916.1334,3207.7,1053.867,-7184.667,-28372.67,-7327.733,-322.8667,1192.533,-1489.2,-7876.533,-27844.67,-3000.133,-1368.767,-1934.2,-4875.333,-7269.6,-27150.0,623.7667,-1865.067,-7047.0,-8553.066,-5268.667,-26735.73,3431.133,-3570.267,-12728.97,-8213.6,-2273.6,-25360.67,5479.733,-5150.6,-17705.8,-2795.7,801.3333,-23976.0,1
